,Date,Game Location,ID,Tweet,User
0,2019-03-16 00:40:10+00:00,Houston,1106716755081216000,"Hi, I just saw Kenneth Faried posterize a Sun. You couldn’t possibly be having a better night then me. #Rockets",parj94
1,2019-03-16 01:53:55+00:00,Houston,1106735314708553728, shaqtinafool #TimeToRise #Rockets . . . #nba #thisiswhyweplay #austinrivers #clintcapela #mikeanddrewsports #ericgordon #kennethfaried #tjwarren #joshjackson… https://www.instagram.com/p/BvDSxNcg63W/?utm_source=ig_twitter_share&amp;igshid=xgmcisa7g061,MikeandDrewShow
2,2019-03-16 01:56:10+00:00,Houston,1106735880260210690,Good Finesse @DevinBook #TimeToRise #Rockets . . . . #nba #thisiswhyweplay #austinrivers #clintcapela #mikeanddrewsports #ericgordon #kennethfaried #tjwarren #joshjackson… https://www.instagram.com/p/BvDS_Lugx2K/?utm_source=ig_twitter_share&amp;igshid=vlw91ubp5l1w,MikeandDrewShow
