Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
"Thu, Jun 4, 2015",9:00p,Cleveland Cavaliers,100,Golden State Warriors,108,Box Score,OT,19596,
"Sun, Jun 7, 2015",8:00p,Cleveland Cavaliers,95,Golden State Warriors,93,Box Score,OT,19596,
"Tue, Jun 9, 2015",9:00p,Golden State Warriors,91,Cleveland Cavaliers,96,Box Score,,20562,
"Thu, Jun 11, 2015",9:00p,Golden State Warriors,103,Cleveland Cavaliers,82,Box Score,,20562,
"Sun, Jun 14, 2015",8:00p,Cleveland Cavaliers,91,Golden State Warriors,104,Box Score,,19596,
"Tue, Jun 16, 2015",9:00p,Golden State Warriors,105,Cleveland Cavaliers,97,Box Score,,20562,
