,level_0,index,Date,Game Location,ID,Tweet,User
0,0,287,2018-10-15 00:37:08+00:00,Toronto,1051633036477886464,"Hundreds packed into @realsports for the @raptors Tip-Off event for the fans. Shouts out to @delonwright and @npowell2404 meeting the fans, Q&amp;A, pictures and more! . . The full… https://www.instagram.com/p/Bo7xLohlag2/?utm_source=ig_twitter_share&amp;igshid=1efjlq41u56q1",strizzzy
1,1,288,2018-10-15 17:16:42+00:00,Toronto,1051884585427132421,2 days... #Mood . .. #Raptors Home Opener Wednesday and #WeTheNorth welcomes #TheKlaw to #The6ix #Toronto #rtz @Scotiabank Arena https://www.instagram.com/p/Bo9jlUBFRXD/?utm_source=ig_twitter_share&amp;igshid=11s2r848q2kg,strizzzy
2,2,289,2018-10-15 21:02:26+00:00,Toronto,1051941392434393088,Are you ready for the next @raptors champion. Join us on Yonge-Dundas Square with #TangerineHoops booths. You might win some free tickets to the opening game this Wednesday. @Yonge-Dundas… https://www.instagram.com/p/Bo99aY-FH06/?utm_source=ig_twitter_share&amp;igshid=rqt94ehmtv67,hqaddomi
3,3,290,2018-10-15 22:29:58+00:00,Toronto,1051963420671598592,Going to the @Raptors home opener would be a great opportunity! @TangerineHoops please hook me up with some nice seats #Tangerinehoops,Adelraptors
4,4,291,2018-10-15 22:58:46+00:00,Toronto,1051970669188186117,"from twilighteventsto - #WineDownWednesday presents #RaptorsNight inside twilightfamilyrestaurant Come enjoy good people, great vibez, and of course our Raptors in the ur 1st… https://www.instagram.com/mixxx4u/p/Bo-KuoFnim2/?utm_source=ig_twitter_share&amp;igshid=1qiknm8doy0g9",mixxx4u
5,5,292,2018-10-16 15:00:35+00:00,Toronto,1052212716994211840,Who’s ready!?!?! #tbt #wethenorth #raptors @Kensington Market https://www.instagram.com/p/Bo_4yrflyeB/?utm_source=ig_twitter_share&amp;igshid=pl56i8ftwece,coryleemusic
6,11,1276,2018-10-16 15:25:57+00:00,Toronto,1052219099911094272,NBA IS BACK! : ( tolecover ) . . . . #torontoraptors #kawhileonard #nba #canada #raptors #sethcurry #kawhi #derozan #dannygreen #kylelowry #jusufnurkic #sergeibaka… https://www.instagram.com/p/Bo_7iYwg2rp/?utm_source=ig_twitter_share&amp;igshid=14na9kf9c438n,MikeandDrewShow
12,12,294,2018-10-16 18:49:53+00:00,Toronto,1052270421347917824,Slam dunk the funk #tangerinehoops #wethenorth #raptors #homeopener @Yonge-Dundas Square https://www.instagram.com/p/BpATCoIATDj/?utm_source=ig_twitter_share&amp;igshid=4t9fnjl9l0mo,Jayo1987
13,13,295,2018-10-16 23:39:57+00:00,Toronto,1052343420675600384,Are you excited for the most hyped #Raptors season in franchise history? • • • I know I am. #WeTheNorth #Toronto #TheCity #SixSide #Canada #NorthOverEverything #RiseUp #OneTeam… https://www.instagram.com/p/BpA0PNKgI0T/?utm_source=ig_twitter_share&amp;igshid=7vttty5ed3q,TimMorrell1
14,14,296,2018-10-17 11:50:20+00:00,Toronto,1052527228326678530,"Today is the day. #canada #raptors #weedthenorth #nba @Toronto, Ontario https://www.instagram.com/p/BpCH0irgT3l/?utm_source=ig_twitter_share&amp;igshid=evfb2b25rjg8",Bmwpromo
15,15,297,2018-10-17 14:07:56+00:00,Toronto,1052561853522567168,#homeopener @raptors #wethenorth Guys I'm super committed to the team this year But let me tell you the behind the scenes of these photos (stellar images c/o karenf07 ) 1. I asked the… https://www.instagram.com/p/BpCW2RRAprX/?utm_source=ig_twitter_share&amp;igshid=xkpze9ndgi6g,aartipole
16,16,298,2018-10-17 14:21:44+00:00,Toronto,1052565329451175938,Raptors fans... Who's coming out to the Season Opening Tailgate at Jurassic Park (officially known as Maple Leaf Square)? Check for us as we'll be down there recording part of the TRAP'D… https://www.instagram.com/p/BpCZIpoAEIy/?utm_source=ig_twitter_share&amp;igshid=1mszg8xpgaehm,trapd95
17,17,299,2018-10-17 14:45:22+00:00,Toronto,1052571275434967042,@raptors start today! What's their record this sesaon? . . #jordanbrand#jordan#raptors#torontoraptors#solesupplier#flightclub#airjordan#aj4#sneakerhead#sotd @Air Canada Centre https://www.instagram.com/p/BpCb2ayHcz1/?utm_source=ig_twitter_share&amp;igshid=1lr7dcjj9lsxq,Vron006
18,18,300,2018-10-17 15:04:04+00:00,Toronto,1052575980458573824,"Let's Goooooooo @cjslick21 . Raptors kick off the NBA season #WeTheNorth #NorthPoleHoops . NBA Finals, let's get there @raptors @North Pole Hoops HQ https://www.instagram.com/p/BpCd_djnEBo/?utm_source=ig_twitter_share&amp;igshid=bczvcdfvnece",NorthPoleHoops
19,19,301,2018-10-17 15:19:41+00:00,Toronto,1052579912689885186,Raptors home opener tonight. Who is ready?! Come watch with us and get a pint and a pound for $14 plus tax! : @raptors . #toronto #torontolife #wethenorth #torontosports #sportsbar… https://www.instagram.com/p/BpCfxnngeDE/?utm_source=ig_twitter_share&amp;igshid=1eokpsjx9gdaq,CrownandDragon
20,20,51,2018-10-17 15:44:55+00:00,Toronto,1052586262681542658,Happy home opener day . . . #toronto #raptors #rtz #homeopener #october #17 #legalizeit #yyz #torontoraptors #nba #kawhileonard #kylelowry #nhl #leafs #basketball #fan #scotiabank… https://www.instagram.com/p/BpCiq2kF4FI/?utm_source=ig_twitter_share&amp;igshid=1u5kbittjaxtc,Mr_Fernandes
23,23,303,2018-10-17 16:35:34+00:00,Toronto,1052599006394703872, is back! @raptors905 @raptors Will have spectacular seasons! @Air Canada Centre https://www.instagram.com/p/BpCoc8AhBF_/?utm_source=ig_twitter_share&amp;igshid=prqhqgaww4q,DJAndre905
24,24,304,2018-10-17 17:31:34+00:00,Toronto,1052613099662979072,Tonight We Lit It Up... Lol both on the court and well wherever you choose in Canada it's Legal! #GoRapsGo #LetsGoRaptors #Raptors #Raptors2018 #RunTheEast #ComingForTheWest #InThe6ix… https://www.instagram.com/p/BpCu3hxgLA9/?utm_source=ig_twitter_share&amp;igshid=13zw2shxpub4o,1JusBlaize
25,25,305,2018-10-17 21:12:07+00:00,Toronto,1052668602074185736, DEAL ALERT Grab yourself 1LB of wings and our Craft Pilsner for ONLY $15 during every @mapleleafs &amp;amp; @raptors game Support our #Toronto teams the right way this… https://www.instagram.com/p/BpDIGqwhVQb/?utm_source=ig_twitter_share&amp;igshid=14qgpk50t30uq,CraftBrasserie
26,26,306,2018-10-17 21:15:04+00:00,Toronto,1052669348454834176,HELLO!!!! @raptors basketball is officially back!!! The most anticipated season in franchise history kicks off tonight on @tsn_sports with pre game at 7EST! #WeTheNorth #Raptors #TSN @… https://www.instagram.com/p/BpDIYH6h5fe/?utm_source=ig_twitter_share&amp;igshid=1to7qzognl8o7,KateBeirness
27,27,307,2018-10-17 21:26:54+00:00,Toronto,1052672323151687680,Raptor’s home opener tonight. #wethenorth #letsgoraptors @Timothy's Pub https://www.instagram.com/p/BpDJznbnUbU/?utm_source=ig_twitter_share&amp;igshid=jc7fhkq0mm0y,TimothysPub
28,29,103,2018-10-17 21:59:56+00:00,Toronto,1052680637231054848,New season of @raptors basketball on @OverDrive1050 from 7pm. Really looking forward to Kawhi wearing Raptors Red. A first-look in 90 minutes. #WeTheNorth @Scotiabank Arena https://www.instagram.com/p/BpDNlhrHuwJ/?utm_source=ig_twitter_share&amp;igshid=i3w4liozpg7s,GarethWheeler
30,30,239,2018-10-17 22:27:46+00:00,Toronto,1052687640238202881,Game #1 . Home opener . . . #toronto #raptors #rtz #homeopener #17 #legalizeit #yyz #torontoraptors #nba #kawhileonard #kylelowry #nhl #leafs #basketball #fan #scotiabank #instagram #abc… https://www.instagram.com/p/BpDQvNxlY59/?utm_source=ig_twitter_share&amp;igshid=5afbz1uokrjl,Mr_Fernandes
33,33,104,2018-10-17 22:31:42+00:00,Toronto,1052688630140084224,Is this gonna be our year? 18/19 let gooo @raptors : mffdjky . . . . #raptors #kawhi #rtz #wethenorth #nba #basketball #ballislife #toronto #the6ix #tdot #thesix #northovereverything… https://www.instagram.com/p/BpDRHjxAozo/?utm_source=ig_twitter_share&amp;igshid=nqkxfxzqkn55,DjTriniShotta
35,35,311,2018-10-17 22:38:14+00:00,Toronto,1052690277188677632,Show em you can do better. #RiseUp #OpeningDayVibes #Toronto #TheCity #SixSide #Canada #NorthOverEverything #OneTeam #NorthSide #37MillionStrong #LetsGo @Raptors #HustleOverHype… https://www.instagram.com/p/BpDRywXgwny/?utm_source=ig_twitter_share&amp;igshid=vcoypwt733qr,TimMorrell1
36,36,312,2018-10-17 22:54:42+00:00,Toronto,1052694420359802882,When the bestest boyfriend in the world gets you Raptors home opener tickets for your birthday #wethenorth @Scotiabank Arena https://www.instagram.com/p/BpDT2nog1QmwtAXEvZlEonsqgqPfj2OqBbZ-z40/?utm_source=ig_twitter_share&amp;igshid=1y0wiutpx1a5w,gailanna75
37,37,313,2018-10-17 22:56:41+00:00,Toronto,1052694919943475201,When the bestest boyfriend in the world gets you Raptors home opener tickets for your birthday #wethenorth @Scotiabank Arena https://www.instagram.com/p/BpDT2nog1QmwtAXEvZlEonsqgqPfj2OqBbZ-z40/?utm_source=ig_twitter_share&amp;igshid=15hztfypti3mt,gailanna75
38,38,314,2018-10-17 22:57:30+00:00,Toronto,1052695126672334849,"I’ll still call this place the #ACC (at @ScotiabankArena for @Raptors @cavs in Toronto, Ontario) https://www.swarmapp.com/c/8v27fCM1u9z",joeymanuguid
39,40,105,2018-10-17 22:58:08+00:00,Toronto,1052695284248190977,The calm before the storm. Soooo happy to be back home again!!! This will always be the Air Canada Centre to me. Let’s go Kawhi! Let’s go Raptors!!! @Scotiabank Arena https://www.instagram.com/p/BpDUPoIAnFX/?utm_source=ig_twitter_share&amp;igshid=4o0siqijxgza,jaymleung
41,41,106,2018-10-17 23:07:03+00:00,Toronto,1052697529840586757,Kawhi Leonard suiting up for first game with @raptors opening night #WeTheNorth #BeTheFight . . . . #torontoraptors #kawhileonard #nba #canada #raptors #cleveland #tristanthompson… https://www.instagram.com/p/BpDU8MFAqq_/?utm_source=ig_twitter_share&amp;igshid=1jwbut1lr3hkt,MikeandDrewShow
44,44,317,2018-10-17 23:15:44+00:00,Toronto,1052699714993434625,"Let’s go #Raptors. #WeTheNorth. (at @ScotiabankArena for @Raptors @cavs in Toronto, Ontario)",Shashena
45,45,318,2018-10-17 23:22:04+00:00,Toronto,1052701306891247616,Here we go! @raptors season kickoff!!!! @Toronto Raptors https://www.instagram.com/p/BpDW-5aFD1ODeM9iA0jIlQW1pRwJ0cn1M_g1aQ0/?utm_source=ig_twitter_share&amp;igshid=cr4t1x3v9963,cfine
46,46,319,2018-10-17 23:23:09+00:00,Toronto,1052701580494077952,Opening night! Let’s go @raptors! @Scotiabank Arena https://www.instagram.com/p/BpDXG8gAM2n/?utm_source=ig_twitter_share&amp;igshid=1p100glxw0wpo,coachjohnwang
47,47,320,2018-10-17 23:23:31+00:00,Toronto,1052701673242710017,Raptors home opener vs cavs @Scotiabank Arena https://www.instagram.com/p/BpDXJ0RBW4S/?utm_source=ig_twitter_share&amp;igshid=lcq995obz88y,thatllberight
48,48,54,2018-10-17 23:33:19+00:00,Toronto,1052704139929477121,Legalization is overhyped. Don’t let it overshadow the real historical significance of today for the country! #nba #kawhileonard #raptors #yyz #yyc #coasttocoast #brooklynjack @… https://www.instagram.com/p/BpDYRgOB42E/?utm_source=ig_twitter_share&amp;igshid=1kobwi3makand,djslimpickins
50,50,322,2018-10-17 23:36:17+00:00,Toronto,1052704885895024640,"Let’s Go. This is it. Hope this is the year. Fan for ever. #letsgoraptors #raptors #wethenorth #canada #toronto @Toronto, Ontario https://www.instagram.com/p/BpDYnR2g0bX/?utm_source=ig_twitter_share&amp;igshid=1tx2g55qrymxp",Bmwpromo
51,51,323,2018-10-17 23:47:41+00:00,Toronto,1052707752143978496,#Raptors Home Opener! #Raptors #Broadcasting @Scotiabank Arena https://www.instagram.com/p/BpDZ6hJA6cI/?utm_source=ig_twitter_share&amp;igshid=1niuhxeulwfd0,AlexanderFrazao
52,52,324,2018-10-17 23:49:30+00:00,Toronto,1052708211487399936,Go Raptors! #letsgoraptors #raptors @Scotiabank Arena https://www.instagram.com/p/BpDaH5wALQt/?utm_source=ig_twitter_share&amp;igshid=12xocqf3fcqwf,cefleck
53,53,325,2018-10-17 23:52:07+00:00,Toronto,1052708870299287552,And there’s the tip off. New season. New team. Let’s go Raptors. #wethenorth #goraptors #raptors #toronto #viewsfromthe6 @Scotiabank Arena https://www.instagram.com/p/BpDabUxn6aW/?utm_source=ig_twitter_share&amp;igshid=1ncpkua4z3vgg,JimmyWWilliams
54,54,326,2018-10-18 00:01:24+00:00,Toronto,1052711207549964289,Tip-off to the 2018-2019 @raptors season! I’m at the season opener to watch Toronto host the @cavs. How will the Raptors do this season? Can they finally win the Eastern Conference? Will… https://www.instagram.com/p/BpDbe4-lpFn/?utm_source=ig_twitter_share&amp;igshid=kvcbd1v6ck00,DavidAGaspar
55,55,327,2018-10-18 00:09:33+00:00,Toronto,1052713256035540992,When @raptors fans shows their love for jamaal.magloire . . #TorontoRevellers #TorontoRaptors #Raptors #JamaalMagloire #NBA #Basketballseason @Scotiabank Arena https://www.instagram.com/p/BpDbmKHAAa7/?utm_source=ig_twitter_share&amp;igshid=cb4wnjzrf96n,GemstoneInt
56,56,328,2018-10-18 00:16:53+00:00,Toronto,1052715101734805510,"Toronto you are beautiful and we are proud to call you home #holycannoli #toronto #raptors #homeopener #holycannolito #historicday @Toronto, Ontario https://www.instagram.com/p/BpDdQawg-gj/?utm_source=ig_twitter_share&amp;igshid=9aw01dktao17",HolyCannoliTO
57,57,329,2018-10-18 00:26:01+00:00,Toronto,1052717400813133825,Raptors Home opener and season opener. The moment we have all been waiting for! Let’s go boys #kawhileonard2 #RTZ #WeTheNorth @Scotiabank Arena https://www.instagram.com/p/BpDd_hZhtvx/?utm_source=ig_twitter_share&amp;igshid=udfmfecdaet4,Shashena
58,58,330,2018-10-18 00:41:00+00:00,Toronto,1052721171005890561,raptors game court side with @karlwolfs #raptors #viewsfromthe6 #toronto #wethenorth #nbacanada @Scotiabank Arena https://www.instagram.com/p/BpDgBTynOX7/?utm_source=ig_twitter_share&amp;igshid=1c4mj4bhxse9f,JimmyWWilliams
59,63,107,2018-10-18 01:23:08+00:00,Toronto,1052731772541263872,Kawhi almost caught a body #WeTheNorth #BeTheFight . . . #torontoraptors #kawhileonard #nba #canada #raptors #cleveland #tristanthompson #kawhi #derozan #dannygreen #kylelowry… https://www.instagram.com/p/BpDkxaAg_yq/?utm_source=ig_twitter_share&amp;igshid=5xudpbhxc534,MikeandDrewShow
64,64,332,2018-10-18 01:35:00+00:00,Toronto,1052734762236940288,"@TorontoGameDevs, @raptors, and Benny The Cat @Toronto, Ontario https://www.instagram.com/p/BpDmMmhH3Wl/?utm_source=ig_twitter_share&amp;igshid=1wof2e8gnid9i",StephenLCrane
65,65,333,2018-10-18 02:00:42+00:00,Toronto,1052741228268216320,"#DBLJ x #Raptors Since it’s opening night... #GoRapsGo : envzn / @j_gill20 #itsDBLJ #DoubleJ #The6ix #TorontoRaptors #Carter @Toronto, Ontario https://www.instagram.com/p/BpDpIwMFEzJ/?utm_source=ig_twitter_share&amp;igshid=1xuvay8mk4bi",its_doublej
66,66,334,2018-10-18 02:09:54+00:00,Toronto,1052743545440718848,Raptors win! @Scotiabank Arena https://www.instagram.com/p/BpDqMSUF2nW/?utm_source=ig_twitter_share&amp;igshid=1hlpog6lfa1is,RolandAlvares
67,67,335,2018-10-18 02:19:33+00:00,Toronto,1052745974123257856,Great win tonight with my squad @raptors #the6ix http://12k.ad @dwaynederosario @Scotiabank Arena https://www.instagram.com/p/BpDrSqgA_UT/?utm_source=ig_twitter_share&amp;igshid=hkh96icsv4bo,dwaynederosario
68,68,336,2018-10-18 02:39:23+00:00,Toronto,1052750964522934272,What better way to start the season then with a win. Welcome #kawhileonard . #raptors #energy #invisionhardwooddecor #toronto #nba #the6 #winner #winning #torontolife #hardwoodflooring @… https://www.instagram.com/p/BpDtkIcl0RR/?utm_source=ig_twitter_share&amp;igshid=cmv3uly197hu,invisiondecor
70,70,337,2018-10-18 02:45:26+00:00,Toronto,1052752484001882112,@nba - @raptors defeats @cavs (116-104) #NBA #basketball #canada #toronto #raptors #cleveland #cavaliers #newseason #2018 #2019 #lovethisgame #championship #usa #unitedstates… https://www.instagram.com/p/BpDuQV4liiT/?utm_source=ig_twitter_share&amp;igshid=448h51kbmn87,RodriguesPhelps
71,71,338,2018-10-18 02:46:45+00:00,Toronto,1052752815838380032,Opening night!!!! Let’s go!!! #raptors @Scotiabank Arena https://www.instagram.com/p/BpDuZ-qDfXJjjNBSq_J5yhkCuS3zpOhfzgCc0E0/?utm_source=ig_twitter_share&amp;igshid=1vkr9h54nybvm,jodymcleod68
72,72,339,2018-10-18 03:11:12+00:00,Toronto,1052758969658343425,Fun night celebrating the start of the @raptors season! #toronto #wethenorth #thenorthaboveeverything Thank you @mlselaunchpad !! #torontoyouth #kids #youth #urbanlife @MLSE LaunchPad https://www.instagram.com/p/BpDxNS6gols/?utm_source=ig_twitter_share&amp;igshid=1l51lu9qs1iln,Socks4SoreFeet
73,73,209,2018-10-18 03:57:45+00:00,Toronto,1052770683607019520,Home Opener... THATS #1! @raptors 116 #Cavs 104 . .. Big Game for @Klow7 #kawhileonard @fredvanvleet the whole #squad . . you dont know how much me and @matterofkat missed this… https://www.instagram.com/p/BpD2h4WFOHq/?utm_source=ig_twitter_share&amp;igshid=1t0llf1dswaj9,strizzzy
77,78,58,2018-10-18 04:01:45+00:00,Toronto,1052771692890664960,"The entire @raptors season opener introduction was amazing tonight. The noise when Kawhi Leonard was called, another level. #Toronto brought it tonight. Awesome moment. #wethenorth @… https://www.instagram.com/p/BpD2fsDFMH4/?utm_source=ig_twitter_share&amp;igshid=iff8smk6hf3n",GarethWheeler
80,80,342,2018-10-18 07:59:06+00:00,Toronto,1052831421054808064,GREAT start to the season... Excuse my french... #Cleveland ain't shit without LeBron. @raptors #WeTheNorth #RaptorsWIN #RaptorsWIN #RaptorsWIN #Goodnight @Scotiabank Arena https://www.instagram.com/p/BpESJuTgWc5/?utm_source=ig_twitter_share&amp;igshid=ddpu2h5kiut9,MCBonde1
81,81,343,2018-10-18 10:39:00+00:00,Toronto,1052871664608849920,Lost Keys on Raptors Laynard **BIG $REWARD** (Yonge &amp; College) https://toronto.craigslist.ca/tor/laf/d/lost-keys-on-raptors-laynard/6726278548.html,Toronto_LAF
82,82,59,2018-10-18 11:25:54+00:00,Toronto,1052883463643127808,Kawhi very serious !! . . #kawhileonard #torontoraptors #basketballvideos #viral #nba #basketball #likeforlikes #likevideos #followforfollowback #jamz #slam #thehammer #baloncesto… https://www.instagram.com/p/BpEpBNTjoZo/?utm_source=ig_twitter_share&amp;igshid=18ryx53njwgox,allbasketb0ll
84,84,344,2018-10-18 17:17:57+00:00,Toronto,1052972063772692480,#giant #basketball or #tangerine in #toronto @ydsquare? Both. #tangerinehoops bank of #raptors @Yonge-Dundas Square https://www.instagram.com/p/BpFSGekBEk9/?utm_source=ig_twitter_share&amp;igshid=ksqsg0mfacr9,jmhcet
85,85,345,2018-10-18 18:56:22+00:00,Toronto,1052996829728538624,"Repost from @raptors “I loved it” Kawhi heard you, TO. #WeTheNorth @Toronto, Ontario https://www.instagram.com/p/BpFdQWNB9lW/?utm_source=ig_twitter_share&amp;igshid=1qg7pr79wn541",KateBeirness
87,87,346,2018-10-19 18:00:14+00:00,Washington D.C.,1053345090154962946,"After practicing free-throw shooting, @dwighthoward sprinting up and down the court. #Wizards host @raptors on Saturday. @washinformer @Entertainment &amp; Sports Arena https://www.instagram.com/p/BpH7kS0hiS7/?utm_source=ig_twitter_share&amp;igshid=2v978s1sfoou",jabariwill
88,88,347,2018-10-20 00:04:28+00:00,Toronto,1053436753074364417,Statement Game!! #raptors #wethenorth #beastmode @Scotiabank Arena https://www.instagram.com/p/BpIlbdCAjsSTasn-ezdNFnoPZsyRnuwmJqgLxA0/?utm_source=ig_twitter_share&amp;igshid=ck24hui6y8w5,KVANNI7
89,89,348,2018-10-20 00:05:55+00:00,Toronto,1053437119983689728," ... @4barfriday @dame_lillard @chilottery @JusBrandClo @brookfielddeuce @raptors @mapleleafs . . . Beat Boston!! #TorontoOverEveryone . . We get time everyday, but no time to waste… https://www.instagram.com/p/BpIkxr1A_o4/?utm_source=ig_twitter_share&amp;igshid=1nd3w5yr58avt",GeeNessMusic
90,90,349,2018-10-20 00:19:07+00:00,Toronto,1053440440031006720,Friday night. #raptors @Scotiabank Arena https://www.instagram.com/krissyt_13/p/BpInGJ1gAtquQ_XbHC_34UCogbCuFirKcFdVG00/?utm_source=ig_twitter_share&amp;igshid=rwhf460kop8d,KrissyT_13
91,91,350,2018-10-20 00:20:29+00:00,Toronto,1053440783829950465,Friday night in the 6ix. Raptors .. Boston.. Let’s go!! #raptors #toronto #celtics #boston #viewsfromthe6 #views #wethenorth #allthewayup #courtside #gobig #nba @Scotiabank Arena https://www.instagram.com/p/BpIm8gmHSMx/?utm_source=ig_twitter_share&amp;igshid=scczfqfev5h,JimmyWWilliams
92,92,351,2018-10-20 00:34:00+00:00,Toronto,1053444184546467841,Thanks to @alyssa_debart for some sweet seats to the @raptors #wethenorth @Scotiabank Arena https://www.instagram.com/p/BpIozhjjRMR/?utm_source=ig_twitter_share&amp;igshid=mrw7bh2q6z6f,D_Crazy1
93,93,352,2018-10-20 00:40:35+00:00,Toronto,1053445843070537728,Let’s Go Raptors!! @fordcanada #gofurther @Scotiabank Arena https://www.instagram.com/p/BpIpj3-FjCYKMC3EQqNm8EfQ7LCp2UMmo0_CEw0/?utm_source=ig_twitter_share&amp;igshid=1uil7w7g8a230,sjmcgrath11
94,94,353,2018-10-20 00:48:38+00:00,Toronto,1053447868206460934,Make some noise!! @raptors @Toronto Raptors https://www.instagram.com/p/BpIqN1bl4SwFJrdKkH9Uv6xVxsKMH3dY-2sy-Y0/?utm_source=ig_twitter_share&amp;igshid=1n5f7jg709gq,sjmcgrath11
95,95,354,2018-10-20 01:00:00+00:00,Toronto,1053450730382733318,Yay Raptors lots of 3s ...Noah’s working tomorrow and he wants to give out FREE !! @Toronto Raptors https://www.instagram.com/p/BpIrwrjlgIz-IK0IFmKZfUriux7VGe6FWqi5Mw0/?utm_source=ig_twitter_share&amp;igshid=sw7zyiduy8a7,sjmcgrath11
96,96,355,2018-10-20 01:09:23+00:00,Toronto,1053453088344829952,Let’s go #raptors. Let’s show them who’s boss in the east. @Scotiabank Arena https://www.instagram.com/p/BpIs23YgkKw/?utm_source=ig_twitter_share&amp;igshid=17zkfnhvo54t1,rwitmeyer
97,97,356,2018-10-20 01:23:52+00:00,Toronto,1053456735619506176,Close game. Let’s go Raps!! @raptors @Scotiabank Arena https://www.instagram.com/p/BpIugyjluwjj7VgWgEcFqIjWBGJij4mRmH31dg0/?utm_source=ig_twitter_share&amp;igshid=t12wr9ujw1m7,sjmcgrath11
98,98,357,2018-10-20 01:34:59+00:00,Toronto,1053459532951756800,My tonight plan is better than your plan NBA live!!! I love this gameeee!!! - #nba #toronto #raptors #boston #celtics #red #green #live #omg #ilovethisgame #happyness @Scotiabank Arena https://www.instagram.com/p/BpIvtJyAJPd/?utm_source=ig_twitter_share&amp;igshid=1beysryvsgpp3,VeritoArroyo11
99,100,111,2018-10-20 01:45:35+00:00,Toronto,1053462199555911680,Kawhi Leonard is the MVP for tonight,esaliba2
101,101,358,2018-10-20 02:35:53+00:00,Toronto,1053474860008136704,"Great #Raptors Win. A win for me, all around though. Hahaha (at @ScotiabankArena for @Raptors @celtics in Toronto, Ontario) https://www.swarmapp.com/c/4m35cQLdNAE",TheLifeOfNadia
102,102,359,2018-10-20 02:37:18+00:00,Toronto,1053475215257280512,We are making a statement... 2-0 #RaptorsWIN #RaptorsWIN #RaptorsWIN #WeTheNorth #LetsGoRaptors @raptors @Kiza Restaurant &amp; Lounge https://www.instagram.com/p/BpI21mqgvri/?utm_source=ig_twitter_share&amp;igshid=ggbkjczfj0x7,MCBonde1
103,103,360,2018-10-20 02:46:43+00:00,Toronto,1053477584040747008,RAPTORS WIN. #toronto #joy #basketball @Scotiabank Arena https://www.instagram.com/krissyt_13/p/BpI3_2QguAio2vnQeUrmrIJpavZhkIBnZqDbEA0/?utm_source=ig_twitter_share&amp;igshid=x42jgxxacmdg,KrissyT_13
104,104,112,2018-10-20 02:57:51+00:00,Toronto,1053480386221760517,Kawhi in bully mode 31 points 10 rebounds #WeTheNorth #CUsRise . . . . #torontoraptors #kawhileonard #nba #canada #raptors #kyrieirving #terryrozier #kawhi #gordonhayward #dannygreen… https://www.instagram.com/p/BpI4g0WgTVR/?utm_source=ig_twitter_share&amp;igshid=fxghii6yyk96,MikeandDrewShow
108,109,113,2018-10-20 03:00:29+00:00,Toronto,1053481050297565184,Headband @kyrieirving 21 points and 6 assists #WeTheNorth #CUsRise . . . . #torontoraptors #kawhileonard #nba #canada #raptors #kyrieirving #terryrozier #kawhi #gordonhayward… https://www.instagram.com/p/BpI5b_6gVRQ/?utm_source=ig_twitter_share&amp;igshid=198xap6poxsjq,MikeandDrewShow
111,111,363,2018-10-20 03:29:09+00:00,Toronto,1053488262734626817,@nba - @raptors defeats celtics (113-101) #NBA #basketball #canada #toronto #raptors #torontoraptors #ontario #boston #celtics #bostonceltics #2018 #2019 #lovethisgame… https://www.instagram.com/p/BpI81KBFiyh/?utm_source=ig_twitter_share&amp;igshid=1j0davy6ijy5e,RodriguesPhelps
112,112,364,2018-10-20 03:32:14+00:00,Toronto,1053489041113399301,RUNNIN' THROUGH THE 6 WITH MY WOES. #Team16 on the #30Before30 Tour as the Celtics headed to the North to play the Raptors #BOSvsTOR @Scotiabank Arena https://www.instagram.com/p/BpI9NQdHKZK/?utm_source=ig_twitter_share&amp;igshid=hwli19y9f3jl,jdshahani93
113,113,365,2018-10-20 14:15:16+00:00,Toronto,1053650864647286784,Let’s go rapsssss! Suchhhh a good game! #raptors #torontolife #mawigga #whatevenhappenedlastnight #legalizeit @Scotiabank Arena https://www.instagram.com/p/BpKGrxWnYMc/?utm_source=ig_twitter_share&amp;igshid=3g8c3lusxw4j,in_your_grill
114,114,114,2018-10-20 14:50:59+00:00,Toronto,1053659852944347136,"Check it out at: https://onblastpodcast.wordpress.com/ @Regran_ed from @shelalexander - LINK IN BIO - Kawhi heard MVP chants, Serge dug into his OKC archives and the #Raptors won their… https://www.instagram.com/p/BpKK4FCg_Lf/?utm_source=ig_twitter_share&amp;igshid=zftl7akcnj4a",Simply_Just_Q
116,116,367,2018-10-20 19:47:10+00:00,Toronto,1053734387244847104,First game of the season TORONTO RAPTORS VS BOSTON CELTICS we destroyed them 113-101 cuz we the best we THE NORTH #dancecam #toronto #raptorsvsceltics #raptors #firstgameoftheseason… https://www.instagram.com/p/BpKsxJTAg20/?utm_source=ig_twitter_share&amp;igshid=wpnxotphqkzf,KSmoothB
117,118,241,2018-10-20 20:22:27+00:00,Toronto,1053743269606293506,Get you a girl that can ball whose tryna 1v1 @tangerinehoops #tangerinehoops #raptors #basketball #raptors #kylelowry #nba @Yonge-Dundas Square https://www.instagram.com/p/BpKwzZdHP0W/?utm_source=ig_twitter_share&amp;igshid=cirgcyh9xiho,chudeardaniel
119,119,369,2018-10-21 15:50:04+00:00,Toronto,1054037109412110342,"Great time in #Toronto over the weekend - @raptors win, @mapleleafs lose, overall a #hugewin with the amazing @mini_hussey @Toronto, Ontario https://www.instagram.com/p/BpM2biVH3f_/?utm_source=ig_twitter_share&amp;igshid=1d7m4gstxfx5a",bob_hampe
