,Date,Game Location,ID,Tweet,User
0,2019-01-17 18:50:25+00:00,Toronto,1085972627712139265,Norman Powell: With #kawhileonard &amp; #oganunoby both out #torontoraptors reserve SF #normanpowell has a chance to start today and play all the minutes he can handle vs one of the worst… https://www.instagram.com/p/BsvvYrTFXt-/?utm_source=ig_twitter_share&amp;igshid=g2kp69iyf5d1,DaRealDraftKing
